period,term,sex,age_range_start,age_range_end
13-01,寒,男性,55,59
13-01,酒,女性,45,49
13-01,祝,男性,50,54
13-01,暖,男性,60,64
13-01,忙,女性,35,39
13-01,進,男性,55,59
13-01,耐,女性,35,39
13-01,温,女性,35,39
13-01,安,女性,45,49
13-01,健,男性,60,64
13-01,控,男性,50,54
13-01,楽,男性,60,64
13-01,節,女性,30,34
13-01,楽,女性,35,39
13-01,忍,男性,50,54
13-01,冷,女性,50,54
13-01,苦,男性,45,49
13-01,穏,男性,65,69
13-01,冷,女性,40,44
13-01,素,男性,60,64
13-01,疲,男性,50,54
13-01,旅,男性,45,49
13-01,耐,男性,55,59
13-01,静,女性,60,64
13-01,忍,女性,50,54
13-01,素,女性,45,49
13-01,雅,男性,65,69
13-01,慎,女性,55,59
13-01,気,男性,60,64
13-01,諦,女性,55,59
13-01,寒,女性,55,59
13-01,貧,女性,60,64
13-01,普,男性,45,49
13-01,並,女性,45,49
13-01,望,女性,50,54
13-01,忍,男性,65,69
13-01,杖,男性,45,49
13-01,忙,女性,40,44
13-01,節,女性,40,44
13-01,忙,女性,45,49
13-01,忙,女性,40,44
13-01,耐,女性,50,54
13-01,耐,女性,55,59
13-01,寒,男性,35,39
13-01,寒,男性,55,59
13-01,静,女性,55,59
13-01,楽,男性,30,34
13-01,厳,男性,30,34
13-01,疲,男性,45,49
13-01,苦,男性,55,59
13-01,迷,女性,40,44
13-01,忙,男性,55,59
13-01,節,女性,35,39
13-01,常,女性,45,49
13-01,貧,男性,45,49
13-01,愚,男性,35,39
13-01,早,女性,40,44
13-01,忙,男性,60,64
13-01,並,男性,60,64
13-01,健,女性,45,49
13-01,忙,男性,45,49
13-01,志,男性,35,39
13-01,走,女性,40,44
13-01,控,女性,50,54
13-01,良,女性,35,39
13-01,平,女性,50,54
13-01,楽,女性,50,54
13-01,耐,男性,65,69
13-01,耐,男性,40,44
13-01,忍,男性,55,59
13-01,省,女性,60,64
13-01,普,男性,50,54
13-01,迷,女性,50,54
13-01,寒,男性,40,44
13-01,節,男性,45,49
13-01,忙,男性,60,64
13-01,幸,女性,30,34
13-01,忍,男性,50,54
13-01,旅,女性,35,39
13-01,省,女性,50,54
13-01,慌,女性,40,44
13-01,無,男性,40,44
13-01,厳,男性,60,64
13-01,進,女性,35,39
13-01,静,男性,70,74
13-01,忙,女性,40,44
13-01,寒,女性,50,54
13-01,楽,女性,40,44
13-01,寒,男性,50,54
13-01,楽,女性,40,44
13-01,寒,女性,65,69
13-01,寒,女性,40,44
13-01,慌,女性,50,54
13-01,快,女性,45,49
13-01,病,女性,30,34
13-01,忙,女性,45,49
13-01,願,女性,45,49
13-01,耐,男性,40,44
13-01,待,女性,65,69
13-01,平,男性,65,69
13-01,静,男性,50,54
13-01,控,女性,45,49
13-01,続,女性,20,24
13-01,寒,男性,50,54
13-01,耐,男性,45,49
13-01,得,女性,25,29
13-01,平,女性,25,29
13-01,忍,女性,55,59
13-01,貧,男性,55,59
13-01,並,女性,65,69
13-01,耐,男性,45,49
13-01,並,男性,50,54
13-01,寒,女性,40,44
13-01,忙,男性,30,34
13-01,滞,男性,55,59
13-01,寒,男性,55,59
13-01,静,女性,35,39
13-01,出,女性,45,49
13-01,怒,男性,45,49
13-01,平,女性,50,54
13-01,穏,男性,50,54
13-01,忙,女性,50,54
13-01,控,女性,30,34
13-01,減,男性,55,59
13-01,素,男性,55,59
13-01,底,女性,55,59
13-01,繁,男性,55,59
13-01,同,女性,20,24
13-01,控,女性,45,49
13-01,忍,女性,40,44
13-01,待,女性,50,54
13-01,苦,男性,55,59
13-01,忙,女性,70,74
13-01,平,女性,50,54
13-01,忙,男性,45,49
13-01,苦,男性,65,69
13-01,寒,男性,60,64
13-01,貯,女性,50,54
13-01,普,男性,50,54
13-01,耐,男性,55,59
13-01,忙,女性,35,39
13-01,守,男性,45,49
13-01,中,男性,75,79
13-01,追,男性,35,39
13-01,難,女性,20,24
13-01,穏,女性,40,44
13-01,穏,男性,60,64
13-01,寒,女性,40,44
13-01,寒,男性,55,59
13-01,節,女性,45,49
13-01,遊,女性,20,24
13-01,貧,男性,25,29
13-01,楽,女性,45,49
13-01,重,男性,45,49
13-01,忙,女性,35,39
13-01,寒,女性,60,64
13-01,控,男性,75,79
13-01,忙,男性,40,44
13-01,楽,女性,35,39
13-01,楽,女性,45,49
13-01,静,男性,65,69
13-01,堅,男性,50,54
13-01,食,女性,60,64
13-01,快,女性,60,64
13-01,常,女性,50,54
13-01,家,女性,40,44
13-01,寒,男性,50,54
13-01,穏,女性,60,64
13-01,泣,女性,45,49
13-01,無,女性,45,49
13-01,慣,女性,50,54
13-01,忍,男性,45,49
13-01,縮,男性,75,79
13-01,忙,男性,35,39
13-01,静,女性,35,39
13-01,買,女性,55,59
13-01,中,女性,35,39
13-01,忙,女性,55,59
13-01,寒,男性,30,34
13-01,控,女性,45,49
13-01,耐,女性,45,49
13-01,寒,男性,30,34
13-01,節,男性,30,34
13-01,忙,男性,45,49
13-01,穏,男性,50,54
13-01,寒,男性,50,54
13-01,苦,男性,50,54
13-01,改,女性,50,54
13-01,忍,男性,50,54
13-01,安,女性,55,59
13-01,節,女性,65,69
13-01,平,男性,50,54
13-01,暗,男性,45,49
13-01,普,男性,30,34
13-01,閉,女性,55,59
13-01,忍,男性,40,44
13-01,寒,男性,35,39
13-01,穏,女性,60,64
13-01,貧,男性,45,49
13-01,凡,女性,50,54
13-01,忙,女性,50,54
13-01,貧,男性,40,44
13-01,寒,男性,35,39
13-01,太,男性,40,44
13-01,忍,男性,65,69
13-01,働,女性,45,49
13-01,忙,女性,45,49
13-01,耐,女性,45,49
13-01,暖,女性,50,54
13-01,考,女性,40,44
13-01,節,女性,45,49
13-01,増,女性,30,34
13-01,寒,女性,30,34
13-01,楽,女性,35,39
13-01,平,女性,35,39
13-01,忍,男性,50,54
13-01,新,男性,45,49
13-01,悩,男性,40,44
13-01,旅,男性,65,69
13-01,寒,女性,30,34
13-01,考,女性,35,39
13-01,新,男性,45,49
13-01,寒,女性,45,49
13-01,忍,女性,45,49
13-01,旧,女性,45,49
13-01,緩,男性,50,54
13-01,和,男性,40,44
13-01,節,男性,35,39
13-01,普,男性,45,49
13-01,寒,男性,50,54
13-01,新,女性,45,49
13-01,眠,男性,45,49
13-01,忍,女性,55,59
13-01,眠,男性,45,49
13-01,並,女性,40,44
13-01,平,女性,55,59
13-01,忙,男性,50,54
13-01,苦,男性,40,44
13-01,静,女性,40,44
13-01,暗,男性,55,59
13-01,静,女性,50,54
13-01,早,女性,40,44
13-01,恒,男性,60,64
13-01,新,男性,35,39
13-01,働,女性,30,34
13-01,寒,男性,50,54
13-01,実,女性,55,59
13-01,疲,女性,50,54
13-01,堅,男性,55,59
13-01,病,女性,60,64
13-01,忙,女性,35,39
13-01,忍,男性,40,44
13-01,寒,女性,35,39
13-01,苦,女性,45,49
13-01,増,男性,50,54
13-01,無,女性,45,49
13-01,疲,男性,30,34
13-01,楽,女性,50,54
13-01,忍,女性,45,49
13-01,望,男性,70,74
13-01,波,女性,30,34
13-01,動,男性,60,64
13-01,同,男性,35,39
13-01,多,男性,30,34
13-01,活,男性,50,54
13-01,細,女性,50,54
13-01,忍,女性,50,54
13-01,忍,男性,55,59
13-01,勝,女性,40,44
13-01,忙,女性,35,39
13-01,寂,男性,50,54
13-01,忍,男性,45,49
13-01,湯,男性,30,34
13-01,楽,女性,45,49
13-01,並,女性,50,54
13-01,控,男性,55,59
13-01,時,女性,50,54
13-01,穏,男性,50,54
13-01,忙,女性,55,59
13-01,寒,女性,55,59
13-01,寒,男性,50,54
13-01,寒,女性,30,34
13-01,痛,女性,25,29
13-01,忙,女性,45,49
13-01,新,男性,35,39
13-01,忍,男性,45,49
13-01,不,女性,45,49
13-01,平,女性,35,39
13-01,平,女性,50,54
13-01,寒,男性,40,44
13-01,普,女性,60,64
13-01,忙,女性,35,39
13-01,常,女性,25,29
13-01,常,男性,65,69
13-01,寒,男性,45,49
13-01,耐,男性,30,34
13-01,普,女性,50,54
13-01,倹,女性,45,49
13-01,手,女性,45,49
13-01,常,女性,50,54
13-01,疲,男性,40,44
13-01,諦,男性,50,54
13-01,省,男性,55,59
13-01,忙,男性,35,39
13-01,忘,女性,55,59
13-01,歩,女性,65,69
13-01,平,女性,50,54
13-01,静,女性,35,39
13-01,危,女性,55,59
13-01,歩,女性,45,49
13-01,焦,女性,25,29
13-01,寒,女性,30,34
13-01,苦,女性,30,34
13-01,歳,女性,25,29
13-01,忙,男性,45,49
13-01,光,女性,50,54
13-01,厳,女性,40,44
13-01,並,女性,40,44
13-01,忙,男性,45,49
13-01,節,男性,45,49
13-01,温,女性,50,54
13-01,穏,女性,35,39
13-01,厳,男性,45,49
13-01,忙,女性,55,59
13-01,省,女性,55,59
13-01,華,女性,45,49
13-01,平,女性,50,54
13-01,悪,男性,55,59
13-01,静,女性,45,49
13-01,望,男性,55,59
13-01,辛,女性,70,74
13-01,変,男性,40,44
13-01,縮,男性,40,44
13-01,素,女性,40,44
13-01,忙,女性,40,44
13-01,普,男性,45,49
13-01,安,女性,40,44
13-01,忍,女性,50,54
13-01,忍,女性,45,49
13-01,穏,男性,55,59
13-01,凡,女性,50,54
13-01,減,男性,40,44
13-01,変,女性,65,69
13-01,攻,男性,45,49
13-01,普,男性,45,49
13-01,忙,女性,50,54
13-01,静,女性,40,44
13-01,耐,男性,45,49
13-01,生,女性,45,49
13-01,食,男性,50,54
13-01,安,女性,45,49
13-01,忍,男性,45,49
13-01,忍,男性,35,39
13-01,然,男性,75,79
13-01,不,女性,60,64
13-01,交,女性,55,59
13-01,並,女性,50,54
13-01,忙,女性,40,44
13-01,忙,女性,50,54
13-01,並,女性,40,44
13-01,病,女性,45,49
13-01,買,男性,50,54
13-01,楽,男性,50,54
13-01,忙,女性,55,59
13-01,変,女性,45,49
13-01,苦,男性,50,54
13-01,忙,女性,55,59
13-01,挑,女性,45,49
13-01,気,男性,40,44
13-01,費,女性,45,49
13-01,忍,女性,50,54
13-01,普,男性,50,54
13-01,忍,女性,45,49
13-01,楽,男性,60,64
13-01,寒,女性,45,49
13-01,厳,女性,40,44
13-01,極,女性,45,49
13-01,寒,女性,55,59
13-01,寒,男性,45,49
13-01,忙,女性,45,49
13-01,忙,女性,35,39
13-01,幸,男性,30,34
13-01,慌,女性,35,39
13-01,忙,男性,40,44
13-01,忍,男性,45,49
13-01,賢,女性,55,59
13-01,忍,男性,45,49
13-01,裕,女性,45,49
13-01,欠,男性,45,49
13-01,変,男性,55,59
13-01,動,女性,55,59
13-01,普,女性,45,49
13-01,忙,女性,50,54
13-01,減,男性,50,54
13-01,寒,女性,45,49
13-01,節,男性,55,59
13-01,活,男性,65,69
13-01,転,男性,50,54
13-01,並,女性,40,44
13-01,定,男性,50,54
13-01,常,女性,50,54
13-01,忙,女性,45,49
13-01,捨,女性,50,54
13-01,鬱,女性,45,49
13-01,忙,女性,35,39
13-01,働,男性,45,49
13-01,悲,男性,30,34
13-01,耐,男性,60,64
13-01,忍,女性,45,49
13-01,普,女性,40,44
13-01,節,女性,50,54
13-01,趣,女性,45,49
13-01,同,女性,50,54
13-01,懆,女性,45,49
13-01,忙,女性,35,39
13-01,下,女性,40,44
13-01,寒,男性,35,39
13-01,凡,女性,35,39
13-01,忍,男性,60,64
13-01,節,女性,45,49
13-01,忙,女性,60,64
13-01,節,男性,40,44
13-01,欠,男性,30,34
13-01,耐,男性,50,54
13-01,忙,女性,35,39
13-01,嬉,女性,45,49
13-01,選,女性,45,49
13-01,学,女性,45,49
13-01,聴,女性,50,54
13-01,空,男性,55,59
13-01,増,女性,20,24
13-01,得,女性,35,39
13-01,忍,女性,45,49
13-01,寒,女性,35,39
13-01,忍,女性,50,54
13-01,増,女性,40,44
13-01,節,男性,65,69
13-01,忙,女性,35,39
13-01,普,女性,55,59
13-01,寒,男性,40,44
13-01,困,男性,65,69
13-01,妊,女性,35,39
13-01,整,女性,65,69
13-01,機,男性,50,54
13-01,挑,女性,60,64
13-01,楽,女性,50,54
13-01,貧,男性,55,59
13-01,穏,男性,35,39
13-01,平,男性,40,44
13-01,耐,女性,60,64
13-01,忙,女性,50,54
13-01,並,女性,40,44
13-01,慎,女性,55,59
13-01,忍,男性,55,59
13-01,楽,男性,40,44
13-01,暗,男性,40,44
13-01,安,女性,50,54
13-01,忙,女性,60,64
13-01,貧,女性,35,39
13-01,中,女性,45,49
13-01,迷,男性,40,44
13-01,厳,女性,50,54
13-01,前,男性,40,44
13-01,創,女性,65,69
13-01,昇,女性,35,39
13-01,寒,女性,45,49
13-01,普,男性,45,49
13-01,動,女性,70,74
13-01,忍,女性,40,44
13-01,忍,男性,55,59
13-01,減,女性,25,29
13-01,休,女性,40,44
13-01,忍,男性,45,49
13-01,病,女性,30,34
13-01,焦,女性,50,54
13-01,裂,女性,40,44
13-01,苦,男性,55,59
13-01,忙,男性,40,44
13-01,救,男性,75,79
13-01,結,女性,25,29
13-01,忍,男性,50,54
13-01,並,女性,25,29
13-01,耐,女性,45,49
13-01,忙,女性,45,49
13-01,普,男性,45,49
13-01,忙,女性,55,59
13-01,旅,男性,50,54
13-01,常,女性,45,49
13-01,苦,女性,40,44
13-01,寂,男性,55,59
13-01,耐,女性,50,54
13-01,楽,女性,45,49
13-01,病,女性,35,39
13-01,悪,男性,70,74
13-01,平,男性,35,39
13-01,虚,男性,45,49
13-01,静,女性,50,54
13-01,寒,男性,45,49
13-01,考,女性,60,64
13-01,充,女性,45,49
13-01,急,男性,55,59
13-01,楽,男性,40,44
13-01,忍,男性,55,59
13-01,風,女性,40,44
13-01,良,男性,50,54
13-01,穏,女性,35,39
13-01,平,女性,45,49
13-01,忙,女性,45,49
13-01,普,男性,35,39
13-01,忙,女性,45,49
13-01,苦,男性,50,54
13-01,忙,男性,45,49
13-01,寒,男性,40,44
13-01,忙,男性,45,49
13-01,忙,男性,35,39
13-01,寒,女性,40,44
13-01,忍,女性,70,74
13-01,常,男性,50,54
13-01,耐,男性,45,49
13-01,忙,男性,40,44
13-01,同,男性,50,54
13-01,明,女性,55,59
13-01,転,男性,45,49
13-01,堅,女性,50,54
13-01,動,女性,40,44
13-01,同,男性,45,49
13-01,楽,女性,40,44
13-01,並,男性,40,44
13-01,起,男性,55,59
13-01,働,女性,50,54
13-01,待,男性,30,34
13-01,忍,女性,60,64
13-01,鬱,男性,45,49
13-01,忙,男性,35,39
13-01,静,女性,60,64
13-01,寒,女性,45,49
13-01,省,女性,45,49
13-01,静,男性,55,59
13-01,緩,男性,35,39
13-01,慎,女性,55,59
13-01,無,女性,60,64
13-01,並,女性,55,59
13-01,忍,男性,50,54
13-01,節,女性,55,59
13-01,忙,女性,40,44
13-01,忙,男性,30,34
13-01,忍,男性,65,69
13-01,並,男性,35,39
13-01,費,女性,35,39
13-01,忙,女性,40,44
13-01,寒,男性,50,54
13-01,忙,女性,40,44
13-01,忙,女性,60,64
13-01,遠,男性,40,44
13-01,耐,女性,35,39
13-01,忍,男性,40,44
13-01,着,女性,40,44
13-01,並,女性,60,64
13-01,続,女性,35,39
13-01,良,男性,55,59
13-01,忙,女性,60,64
13-01,幸,女性,40,44
13-01,楽,女性,50,54
13-01,寒,女性,50,54
13-01,耐,女性,55,59
13-01,並,女性,50,54
13-01,貧,男性,45,49
13-01,忙,女性,40,44
13-01,中,男性,55,59
13-01,出,女性,50,54
13-01,朗,男性,55,59
13-01,寒,男性,65,69
13-01,寒,男性,40,44
13-01,並,男性,35,39
13-01,並,男性,60,64
13-01,貧,女性,55,59
13-01,耐,女性,45,49
13-01,楽,男性,50,54
13-01,素,男性,45,49
13-01,慎,女性,45,49
13-01,憂,女性,60,64
13-01,喜,男性,50,54
13-01,耐,男性,55,59
13-01,普,女性,35,39
13-01,静,女性,35,39
13-01,変,男性,55,59
13-01,静,男性,80,84
13-01,厄,男性,40,44
13-01,暗,男性,45,49
13-01,忙,女性,45,49
13-01,並,男性,35,39
13-01,控,女性,40,44
13-01,厳,男性,40,44
13-01,調,男性,40,44
13-01,忍,男性,45,49
13-01,普,男性,45,49
13-01,新,女性,35,39
13-01,暇,男性,30,34
13-01,低,男性,50,54
13-01,穏,女性,45,49
13-01,忍,男性,50,54
13-01,安,女性,30,34
13-01,常,女性,65,69
13-01,忙,男性,45,49
13-01,光,男性,30,34
13-01,無,女性,45,49
13-01,未,男性,35,39
13-01,楽,女性,60,64
13-01,寒,女性,45,49
13-01,忍,男性,40,44
13-01,助,男性,35,39
13-01,平,女性,50,54
13-01,貧,男性,50,54
13-01,並,女性,55,59
13-01,停,女性,55,59
13-01,変,女性,40,44
13-01,素,女性,50,54
13-01,俟,女性,50,54
13-01,苦,女性,45,49
13-01,忙,男性,45,49
13-01,悲,女性,70,74
13-01,苦,女性,65,69
13-01,穏,男性,60,64
13-01,寂,男性,35,39
13-01,平,女性,35,39
13-01,忙,女性,30,34
13-01,並,男性,45,49
13-01,生,男性,60,64
13-01,寒,男性,45,49
13-01,凡,女性,50,54
13-01,疲,女性,60,64
13-01,忙,女性,45,49
13-01,走,女性,45,49
13-01,控,女性,60,64
13-01,忍,女性,50,54
13-01,並,女性,60,64
13-01,並,女性,45,49
13-01,耐,女性,50,54
13-01,変,女性,40,44
13-01,悲,男性,35,39
13-01,普,男性,50,54
13-01,同,男性,45,49
13-01,勉,女性,40,44
13-01,希,女性,65,69
13-01,質,男性,45,49
13-01,白,女性,45,49
13-01,満,女性,25,29
13-01,平,男性,60,64
13-01,節,女性,40,44
13-01,同,女性,55,59
13-01,同,女性,60,64
13-01,安,女性,45,49
13-01,節,男性,35,39
13-01,忙,男性,50,54
13-01,忙,男性,75,79
13-01,静,男性,40,44
13-01,忙,男性,40,44
13-01,寒,女性,45,49
13-01,下,男性,60,64
13-01,並,女性,60,64
13-01,忙,男性,35,39
13-01,疲,男性,25,29
13-01,苦,男性,35,39
13-01,節,女性,40,44
13-01,同,男性,55,59
13-01,耐,男性,25,29
13-01,平,男性,50,54
13-01,疲,男性,45,49
13-01,忙,女性,45,49
13-01,異,男性,50,54
13-01,健,男性,70,74
13-01,素,女性,45,49
13-01,探,女性,30,34
13-01,平,女性,50,54
13-01,静,女性,50,54
13-01,忙,女性,35,39
13-01,同,女性,50,54
13-01,辛,女性,55,59
13-01,忙,女性,40,44
13-01,疲,女性,55,59
13-01,疲,男性,35,39
13-01,続,女性,50,54
13-01,同,男性,50,54
13-01,我,男性,50,54
13-01,不,女性,40,44
13-01,寒,女性,50,54
13-01,忙,女性,50,54
13-01,窮,男性,50,54
13-01,静,女性,35,39
13-01,急,女性,45,49
13-01,忍,男性,50,54
13-01,穏,男性,45,49
13-01,平,女性,50,54
13-01,厳,女性,45,49
13-01,忙,男性,50,54
13-01,楽,女性,30,34
13-01,寒,女性,45,49
13-01,楽,男性,60,64
13-01,減,男性,60,64
13-01,節,女性,25,29
13-01,寒,男性,40,44
13-01,普,男性,55,59
13-01,寒,男性,50,54
13-01,虚,男性,35,39
13-01,忙,女性,35,39
13-01,観,女性,45,49
13-01,並,男性,45,49
13-01,凡,女性,55,59
13-01,変,女性,40,44
13-01,静,男性,45,49
13-01,馬,男性,45,49
13-01,忙,女性,40,44
13-01,楽,女性,40,44
13-01,同,男性,45,49
13-01,同,女性,35,39
13-01,同,男性,50,54
13-01,省,男性,45,49
13-01,忙,女性,50,54
13-01,守,女性,50,54
13-01,無,男性,50,54
13-01,寒,女性,55,59
13-01,不,男性,45,49
13-01,節,女性,30,34
13-01,壊,女性,45,49
13-01,滅,男性,50,54
13-01,歌,女性,55,59
13-01,酒,男性,40,44
13-01,普,女性,40,44
13-01,耐,女性,40,44
13-01,忍,男性,55,59
13-01,塾,男性,15,19
13-01,平,女性,45,49
13-01,忙,男性,70,74
13-01,内,女性,55,59
13-01,走,女性,50,54
13-01,忙,男性,35,39
13-01,忙,女性,40,44
13-01,苦,男性,60,64
13-01,平,男性,40,44
13-01,忙,女性,25,29
13-01,働,男性,30,34
13-01,常,男性,65,69
13-01,東,女性,30,34
13-01,楽,女性,40,44
13-01,忍,男性,40,44
13-01,楽,男性,55,59
13-01,産,女性,35,39
13-01,忍,男性,45,49
13-01,気,男性,50,54
13-01,熊,女性,35,39
13-01,変,男性,50,54
13-01,変,男性,50,54
13-01,寒,男性,50,54
13-01,充,女性,50,54
13-01,忍,女性,60,64
13-01,常,男性,40,44
13-01,平,男性,50,54
13-01,質,女性,30,34
13-01,耐,女性,40,44
13-01,窮,男性,50,54
13-01,凡,男性,40,44
13-01,寒,女性,45,49
13-01,苦,男性,40,44
13-01,省,男性,35,39
13-01,寒,女性,30,34
13-01,嘘,男性,70,74
13-01,耐,女性,50,54
13-01,忍,女性,50,54
13-01,素,女性,45,49
13-01,忍,男性,50,54
13-01,選,女性,40,44
13-01,蓄,男性,45,49
13-01,節,男性,50,54
13-01,再,男性,50,54
13-01,出,女性,35,39
13-01,並,男性,45,49
13-01,常,女性,45,49
13-01,厳,男性,65,69
13-01,減,女性,60,64
13-01,平,女性,60,64
13-01,寒,女性,60,64
13-01,同,男性,45,49
13-01,忙,女性,40,44
13-01,死,男性,40,44
13-01,寒,男性,45,49
13-01,節,女性,25,29
13-01,楽,女性,40,44
13-01,走,女性,40,44
13-01,高,女性,50,54
13-01,常,男性,65,69
13-01,無,男性,35,39
13-01,悠,男性,60,64
13-01,同,女性,50,54
13-01,鍋,女性,35,39
13-01,疲,男性,35,39
13-01,節,女性,25,29
13-01,凡,男性,40,44
13-01,減,男性,50,54
13-01,浪,男性,50,54
13-01,忙,女性,55,59
13-01,厳,男性,45,49
13-01,外,男性,35,39
13-01,災,男性,50,54
13-01,忍,男性,60,64
13-01,幸,女性,65,69
13-01,並,男性,45,49
13-01,同,男性,45,49
13-01,耐,男性,45,49
13-01,耐,女性,55,59
13-01,良,女性,40,44
13-01,普,男性,35,39
13-01,幸,女性,65,69
13-01,転,男性,50,54
13-01,寒,女性,40,44
13-01,探,男性,55,59
13-01,楽,女性,60,64
13-01,楽,女性,50,54
13-01,並,男性,50,54
13-01,耐,女性,40,44
13-01,貧,女性,45,49
13-01,苦,男性,30,34
13-01,活,女性,60,64
13-01,忙,女性,40,44
13-01,怠,男性,30,34
13-01,寒,女性,45,49
13-01,辛,男性,40,44
13-01,黙,男性,65,69
13-01,寒,女性,30,34
13-01,耐,女性,50,54
13-01,耐,女性,65,69
13-01,諦,女性,50,54
13-01,忙,女性,45,49
13-01,普,男性,35,39
13-01,静,男性,45,49
13-01,貧,男性,40,44
13-01,節,女性,45,49
13-01,控,女性,40,44
13-01,耐,女性,45,49
13-01,断,男性,40,44
13-01,寒,女性,55,59
13-01,苦,女性,50,54
13-01,低,女性,45,49
13-01,滞,女性,65,69
13-01,平,女性,60,64
13-01,盛,男性,40,44
13-01,忙,男性,45,49
13-01,寒,女性,50,54
13-01,頑,女性,50,54
13-01,普,男性,55,59
13-01,節,女性,40,44
13-01,平,男性,50,54
13-01,考,女性,45,49
13-01,準,女性,50,54
13-01,忙,女性,30,34
13-01,凡,女性,50,54
13-01,耐,男性,55,59
13-01,挑,男性,40,44
13-01,忍,男性,55,59
13-01,和,女性,30,34
13-01,節,男性,50,54
13-01,酷,女性,55,59
13-01,並,男性,45,49
13-01,耐,男性,30,34
13-01,忍,女性,70,74
13-01,楽,女性,35,39
13-01,忍,男性,40,44
13-01,和,女性,50,54
13-01,倹,男性,45,49
13-01,穏,女性,45,49
13-01,並,女性,50,54
13-01,無,男性,40,44
13-01,寒,女性,40,44
13-01,不,女性,20,24
13-01,寒,男性,60,64
13-01,低,女性,55,59
13-01,寒,女性,40,44
13-01,寒,男性,65,69
13-01,安,男性,55,59
13-01,柔,女性,55,59
13-01,貧,女性,45,49
13-01,忙,男性,60,64
13-01,欲,女性,40,44
13-01,苦,男性,50,54
13-01,貧,女性,45,49
13-01,辛,女性,50,54
13-01,無,女性,50,54
13-01,進,男性,65,69
13-01,貧,女性,55,59
13-01,急,女性,55,59
13-01,控,女性,50,54
13-01,寂,女性,35,39
13-01,普,女性,40,44
13-01,明,男性,70,74
13-01,厳,男性,40,44
13-01,平,男性,50,54
13-01,並,女性,40,44
13-01,低,女性,40,44
13-01,修,女性,40,44
13-01,疲,女性,50,54
13-01,悠,男性,65,69
13-01,慌,女性,45,49
13-01,忙,男性,35,39
13-01,寒,女性,30,34
13-01,普,女性,40,44
13-01,耐,女性,45,49
13-01,常,女性,50,54
13-01,忍,男性,55,59
13-01,忙,女性,40,44
13-01,平,男性,45,49
13-01,抑,男性,40,44
13-01,騒,女性,55,59
13-01,貧,女性,45,49
13-01,常,男性,50,54
13-01,寒,女性,40,44
13-01,活,女性,50,54
13-01,寒,女性,30,34
13-01,平,女性,45,49
13-01,得,女性,35,39
13-01,嬉,女性,45,49
13-01,活,女性,25,29
13-01,平,男性,40,44
13-01,忙,女性,45,49
13-01,凡,女性,50,54
13-01,平,男性,50,54
13-01,普,男性,50,54
13-01,中,女性,60,64
